mz,Sample1_erin_mass_listhotw_0001_5ppm_8m_000001.csv,Sample2_erin_mass_listhotw_0002_5ppm_8m_000002.csv,Sample3_erin_mass_listhotw_0003_5ppm_8m_000002.csv,Sample6_erin_mass_listhotw_0004_5ppm_8m_000003.csv,Sample8_erin_mass_listhotw_0005_5ppm_8m_000002.csv,Sample9_erin_mass_listhotw_0006_5ppm_8m_000002.csv,Sample10_erin_mass_listhotw_0007_5ppm_8m_000002.csv,Sample11_erin_mass_listhotw_0008_5ppm_8m_000001.csv,Sample12_erin_mass_listhotw_0009_5ppm_8m_000001.csv,Sample13_erin_mass_listhotw_0010_5ppm_8m_000001.csv,Sample14_erin_mass_listhotw_0010_5ppm_8m_000002.csv,Sample15_erin_mass_listhotw_0012_5ppm_8m_000001.csv,Sample16_erin_mass_listhotw_0013_5ppm_8m_000001.csv,Sample17_erin_mass_listhotw_0014_5ppm_8m_000001.csv,Sample18_erin_mass_listhotw_0015_5ppm_8m_000001.csv,Sample19_erin_mass_listhotw_0016_5ppm_8m_000001.csv,Sample20_erin_mass_listhotw_0017_5ppm_8m_000001.csv,Sample21_erin_mass_listhotw_0018_5ppm_8m_000001.csv,Sample22_erin_mass_listhotw_0019_5ppm_8m_000001.csv,Sample23_erin_mass_listhotw_0020_5ppm_8m_000001.csv,Sample24_erin_mass_listhotw_0021_5ppm_8m_000001.csv,Sample25_erin_mass_listhotw_0022_5ppm_8m_000001.csv,Sample26_erin_mass_listhotw_0023_5ppm_8m_000001.csv,Sample27_erin_mass_listhotw_0024_5ppm_8m_000001.csv,Sample28_erin_mass_listhotw_0025_5ppm_8m_000001.csv,Sample29_erin_mass_listhotw_0026_5ppm_8m_000001.csv,Sample30_erin_mass_listhotw_0027_5ppm_8m_000001.csv,Sample31_erin_mass_listhotw_0028_5ppm_8m_000001.csv,Sample32_erin_mass_listhotw_0029_5ppm_8m_000001.csv,Sample33_erin_mass_listhotw_0030_5ppm_8m_000001.csv,Sample34_erin_mass_listhotw_0031_5ppm_8m_000001.csv,Sample35_erin_mass_listhotw_0032_5ppm_8m_000001.csv,Sample36_erin_mass_listhotw_0033_5ppm_8m_000001.csv,Sample37_erin_mass_listhotw_0034_5ppm_8m_000001.csv,Sample38_erin_mass_listhotw_0035_5ppm_8m_000001.csv,Sample39_erin_mass_listhotw_0036_5ppm_8m_000001.csv,Sample40_erin_mass_listhotw_0037_5ppm_8m_000001.csv,Sample41_erin_mass_listhotw_0038_5ppm_8m_000001.csv,Sample42_erin_mass_listhotw_0039_5ppm_8m_000001.csv,Sample43_erin_mass_listhotw_0040_5ppm_8m_000001.csv,Sample44_erin_mass_listhotw_0041_5ppm_8m_000001.csv,Sample45_erin_mass_listhotw_0042_5ppm_8m_000001.csv,Sample46_erin_mass_listhotw_0043_5ppm_8m_000001.csv,Sample47_erin_mass_listhotw_0044_5ppm_8m_000001.csv,Sample48_erin_mass_listhotw_0045_5ppm_8m_000001.csv,Sample49_erin_mass_listhotw_0046_5ppm_8m_000001.csv,Sample50_erin_mass_listhotw_0047_5ppm_8m_000001.csv,Sample51_erin_mass_listhotw_0048_5ppm_8m_000001.csv,Sample52_erin_mass_listhotw_0049_5ppm_8m_000001.csv,Sample54_erin_mass_listhotw_0050_5ppm_8m_000001.csv,Sample55_erin_mass_listhotw_0051_5ppm_8m_000001.csv,Sample56_erin_mass_listhotw_0052_5ppm_8m_000001.csv,Sample57_erin_mass_listhotw_0053_5ppm_8m_000001.csv,Sample58_erin_mass_listhotw_0054_5ppm_8m_000001.csv,Sample59_erin_mass_listhotw_0055_5ppm_8m_000001.csv,Sample60_erin_mass_listhotw_0056_5ppm_8m_000001.csv,Sample61_erin_mass_listhotw_0057_5ppm_8m_000001.csv,Sample62_erin_mass_listhotw_0058_5ppm_8m_000001.csv,Sample63_erin_mass_listhotw_0059_5ppm_8m_000001.csv,Sample64_erin_mass_listhotw_0060_5ppm_8m_000001.csv,Sample65_erin_mass_listhotw_0061_5ppm_8m_000001.csv,Sample66_erin_mass_listhotw_0062_5ppm_8m_000001.csv,Sample67_erin_mass_listhotw_0063_5ppm_8m_000001.csv,Sample68_erin_mass_listhotw_0064_5ppm_8m_000001.csv,Sample69_erin_mass_listhotw_0065_5ppm_8m_000001.csv,Sample70_erin_mass_listhotw_0066_5ppm_8m_000001.csv
501.0522349,53952480,42244232,43872188,52022572,48330532,58075236,82292160,38092436,67618552,10255389,14319973,21659974,28983864,26842914,21363942,22487922,18267296,19439576,40323064,38153348,45555520,10131395,19559908,7128562,24821386,17508220,14716694,19194994,10190912,29363430,10564172,14955167,7414738,111581056,9150089,11536774,31281522,9590129,28731180,8248285,7716697,9722942,6193946,8781481,25457330,19335248,11677138,8725553,10996338,9538435,11877608,6095572,17940884,9499484,12832946,12708279,5801950,8487533,9024969,14378423,8615513,3821008,4642940,4969020,10484754,8585707
501.0651019,7000040,6441102,10055619,12479797,9066285,6985836,NA,6209181,NA,NA,4563306,6664526,NA,NA,NA,4256632,NA,NA,NA,NA,NA,4413386,NA,3055095,NA,NA,NA,NA,NA,NA,2581073,4297380,NA,8255367,NA,NA,8024441,NA,7673653,NA,NA,NA,NA,3600047,NA,4716632,2821592,NA,NA,NA,3372270,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925600,NA,3168384,NA,NA,NA
501.067497,62996456,53909648,116879304,96685368,101218096,97233008,157265360,65289888,112117504,26082342,32473450,53559632,55034432,34707240,27196652,35644280,17841318,25337824,33703932,33598604,31727430,25941962,30602730,18843128,30441104,24209282,37916444,19440760,20889672,35622120,19960402,33190564,28369880,123574152,19201680,21416334,55628156,15209847,56158008,21429218,18685792,17521732,22405918,25206448,33026744,37505112,19647960,15320120,20204150,16534408,21347568,14217947,20152732,15029091,18092216,20842942,8009699,13632113,16815564,19973566,15275617,9792980,11987073,13699649,18627608,13853169
501.0886144,65224696,54958236,82276304,67587400,79066944,67020924,95399392,55557804,88393488,23968816,27427186,35766620,32358986,34936628,26164470,42460036,19561648,27762664,39667720,34483348,36282188,21927892,24032754,18204160,25231000,18737036,32313126,21111938,22347858,29756654,19649116,29323948,25682912,102274968,23772826,24463770,56938888,15488384,69232456,30243820,23027562,19569740,17572644,30973624,31355582,37668964,20090338,16598082,17795708,15076240,22084858,11784933,21119398,17093486,22384832,25676232,10033130,14369399,20518352,21972424,14014060,11415003,20326536,17304136,17644576,16900602
501.0926736,NA,NA,NA,NA,3852096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.0948563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3680143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3497659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.1038768,51625984,50206884,104820704,75517264,88700744,74885248,109096432,54083256,93636384,26360888,32440696,45760868,41763408,29497146,26737916,37708684,14630070,20537326,26871822,25881756,23289682,26925018,23213558,18023944,24657566,20981650,40668972,19358856,25083994,28953840,22303330,33649328,32793576,94017440,23789218,23890338,58446224,15177094,66283344,29391858,21684080,24321106,26796842,29564608,26227396,34556012,22105576,16204873,22055552,18140054,18988288,13292267,21299630,16290677,19714246,23480784,13064174,12141180,18617812,20907470,12785268,10038751,17934478,18008654,19315750,16966144
501.1157698,3196938,4421802,6406118,4250971,5220175,4507786,6057467,4171455,6002470,2948159,NA,NA,2615894,2584386,3632384,6562705,NA,3357684,3512338,NA,NA,NA,NA,2915852,2750116,NA,NA,3056781,NA,2872563,3613288,NA,NA,7210918,NA,5061032,5165465,NA,6534999,NA,NA,NA,NA,4714181,NA,2756723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.1170403,6676489,8140971,8114151,4193629,8423248,5138571,5000701,5373633,5302055,5110848,2699646,3959149,3095127,3620673,2950400,5342098,NA,3522548,3209235,NA,5091160,NA,NA,2637325,2682531,NA,4083506,2831501,3346528,2663668,4305513,3269302,NA,4888487,4202151,4565417,6951322,NA,6723417,NA,3913591,5373017,NA,4669125,3074761,4040817,2561518,NA,NA,NA,NA,NA,2859445,3103612,NA,3926486,NA,2525824,3448279,3886549,NA,NA,NA,NA,NA,NA
501.1250049,42975248,42342576,54292460,42126692,53049172,42641552,61976068,43564740,56575788,17300548,17072512,23003504,20513370,26302276,22134020,36823956,11787455,19259384,24381462,23440548,19980122,17225700,15185406,14091792,16170662,13051804,25988918,14820497,18546788,17108214,15520364,19411640,18949104,60987308,19791530,23054766,47927712,13145486,54650716,23935994,20946810,21961820,14623535,27893448,20329164,25331830,15240690,11043922,14207620,12938141,16661770,9138933,12075448,12383103,19058894,22612442,9082869,10625666,16455128,19334616,12465791,8801765,17836182,13437526,11820077,14672392
501.1348484,4259861,5185717,6029299,NA,NA,4552854,NA,NA,NA,NA,NA,NA,2519647,NA,NA,3744666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5033906,NA,NA,6160806,NA,4993894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.1402667,44515352,50600120,69693432,50548080,70678368,56797336,78032400,54476496,81446712,26852428,24641926,33767800,27460194,28399436,22920458,37086108,11369670,21946366,19269660,21671084,16916320,20191210,15431172,14435863,15417004,17934242,33951548,16671895,23691370,23104760,17732210,27587260,25846774,70948792,20971186,26577334,58282408,14308756,55338856,25558016,26845058,31071330,22520628,29564624,19804880,33867900,18927096,15893593,16255624,14912419,18365714,10392316,16236991,10941319,16896212,28887522,11704314,11993735,19879388,22808032,15947398,11734506,15902875,17713756,15875122,15491598
501.1533671,12492833,16734400,14938112,7331192,12547945,10635425,11529757,10813145,12953410,5823571,3973516,4211073,4506217,6211410,2616591,9765796,4103372,5529604,3823650,5278897,5832549,4433904,3282441,2876956,NA,3631017,7606082,4314269,6439025,4967676,4047480,4985537,5526524,9377726,4394680,5421501,14201265,4248985,10684273,4541445,6225800,8354920,3871544,5988053,4850389,7096452,4099583,2665567,4094604,4107176,3116312,2704130,3875270,3812238,5726425,8186344,2691070,4416139,NA,3806694,4875918,3495406,3766431,4831841,2855991,4170259
501.1613894,30294054,33200324,39940100,26807678,40204144,29763750,43724324,28114654,40617800,14924887,14745999,14254469,13927020,20895574,15957266,25961384,8395983,15982599,15304741,14920885,12779368,12113907,9614860,9922079,10559155,7858093,19763014,10732704,15646837,12963070,10261116,16495300,14214143,40179652,15843003,17664448,37736888,9491868,42985336,19512328,18603916,22502506,13476666,20504280,13357784,19925128,11955714,9495651,10685069,9022378,11812124,6697733,9142730,7369618,13521116,18581996,9230336,9331341,11179488,15287785,9721489,8031728,16099490,10709603,9747514,10371606
501.1711595,4726828,5515466,6332428,NA,4683637,4438188,4718125,5922533,5128015,NA,2603411,3342731,3267186,3157851,NA,3830700,NA,NA,2818090,NA,3117932,NA,NA,2805284,NA,NA,NA,2759845,NA,3316992,NA,NA,NA,4810697,NA,NA,6623677,NA,5457790,NA,NA,NA,NA,4329181,NA,3032205,NA,NA,3027600,NA,NA,NA,2739407,NA,NA,4065777,NA,NA,NA,2684398,3075734,NA,NA,3783271,NA,NA
501.1766539,45727792,53909708,69890064,49630600,69826424,57059504,76131888,58867432,76924752,27262046,26296724,28131726,25526900,28350302,23870744,42722224,14056662,21585934,16861228,17280188,16703341,19470330,12645905,15320614,12771001,17049524,35229516,14820519,24428668,21236992,21975682,23409354,25830406,65640396,23559874,26954184,71061952,16979362,52684672,27737102,26714002,37166192,24159038,29138654,18084572,34719888,19779080,15615081,20089490,15862704,20217122,13357836,14008785,14144409,15831266,33458676,12482565,13648530,19928548,20743664,17307290,10538484,18114728,19253864,16301120,18588188
501.1784961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031984,NA,NA,2660396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2598389,NA,NA,NA,NA
501.1858985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3110413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.1897889,11698232,11188437,13021209,4873620,10680194,8874167,9309757,7192306,9201501,4045926,5550490,4673941,3170938,5191524,4332829,5989302,3335388,3706899,3131441,3296449,4513650,2555903,NA,3065387,NA,3803065,6729555,2919596,3993731,4050180,4571785,4858574,5088267,7673812,4792009,4356560,11440584,3593639,10110858,5237780,4759449,7642231,NA,6074085,3224290,5933206,4245007,2849903,3635861,NA,4099369,NA,NA,2608031,3928295,5147130,NA,2855574,2921959,3153398,4155040,2641400,3881132,4225646,4004933,NA
501.19777,14639165,19372250,19935262,11160986,18511752,15329468,19623492,13336311,17041252,7253098,8864157,6365594,6709886,9402216,7183648,11133882,5295328,7028759,5171253,6978757,7208821,5220355,5535257,3927599,4452033,3651517,7876438,4572336,7139463,6798598,5468812,7164624,8283150,17274842,6069965,7604692,20402638,5117354,20637584,11525143,10231709,8862842,6419269,11575016,8434404,10447002,6290962,5776499,6924951,5286840,4406573,4203286,5214684,3847075,5665003,10332670,4220940,2998936,5244392,6157818,4859556,4115963,8587439,6498929,5729352,6951461
501.2042434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.2130239,34947144,41064672,59109416,38587812,56457108,45787332,56962640,49856256,62113648,23952498,24281506,23921058,21758596,23566192,20069670,28697538,11017446,16949278,11651131,13626572,9248635,16046089,8623647,13747765,9592519,12076995,28020572,11609270,21741710,17353994,17355410,20116182,20505620,51681252,20528852,19515868,57135576,11613616,43313048,23411740,24010660,33365120,20357962,22273774,13374185,29231266,15158809,13845626,16894618,13847485,16989492,9630492,10494435,10875819,14659824,23071238,11827216,11739804,14980587,14452225,13964972,8490495,14616756,14125686,13974605,16540203
501.2261466,4931664,3889385,4890674,NA,3516315,3872973,2526813,3426058,3516280,NA,NA,2918826,NA,NA,NA,NA,NA,3317795,NA,2538705,NA,NA,3063332,NA,NA,2530249,NA,NA,2647189,NA,3015321,NA,NA,3938283,NA,NA,3641823,NA,NA,2925602,NA,NA,2966350,3067637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.2341403,4112469,4827374,6185015,4246965,7735201,3893458,4722276,4091663,4775806,NA,3045803,NA,NA,3241849,NA,3593164,NA,NA,2967620,3396821,NA,NA,NA,3038782,NA,NA,2742375,NA,3156121,NA,NA,2608861,2788381,3725296,NA,NA,6230501,NA,6457256,3730469,NA,2735241,NA,4402936,3373809,3942572,3022370,NA,2597536,NA,2650430,NA,NA,NA,NA,2564624,NA,NA,NA,2864651,2576055,NA,NA,4471422,3109973,NA
501.2384171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3642152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.2402437,NA,NA,NA,NA,NA,NA,NA,NA,2654083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501.2494306,21069918,19060982,29880386,19844544,27834284,21768412,31370866,22593306,27477898,11672709,13115824,11420088,9863830,12253057,7241013,13394899,5381367,8937517,5314634,6667484,4738952,7596058,NA,5260868,5557972,5154772,12136301,4101318,8593568,7867666,8983203,8532706,12215331,24532986,9699044,7178736,26595822,7857598,24061874,11467819,9396149,15146127,11174741,11689727,7557878,14911667,7704105,7464074,7391908,5692362,7986501,5571373,5128693,4555709,6361343,13150743,5777436,4563623,7943667,8160786,7640767,2864650,7620801,7604868,6626395,7164473
501.2858383,5419126,5409036,9924699,6381021,7264196,7719153,6442642,5816114,8243109,4254872,2795967,3482061,4059816,3854226,3577155,3283942,NA,3149884,NA,2703596,NA,NA,NA,NA,NA,NA,5111677,NA,2734258,NA,3109555,NA,4613170,6232080,NA,3555843,6902277,NA,8275916,3488826,NA,NA,3457888,3415823,3601154,2781382,NA,NA,2955948,NA,3343702,NA,2863622,NA,NA,3197481,NA,NA,NA,3419682,2598609,NA,2951374,NA,NA,NA
501.3222418,NA,NA,2924659,3151352,NA,NA,NA,NA,NA,NA,NA,3903969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2598117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2638820,NA,NA,2835629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066557,NA,NA,NA,NA,NA,NA,NA,NA
501.3583173,NA,NA,NA,3065363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502.0345787,6210135,4373175,6038107,5087251,5192134,9456307,10268964,3637546,6613456,NA,2532062,2610042,4559885,NA,NA,4670810,NA,NA,3228050,NA,2701482,NA,NA,NA,4075512,2576687,NA,NA,NA,2672066,NA,3288044,NA,11835873,NA,NA,3763168,2539249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2834296,NA,NA,NA,NA,NA,NA
502.0556072,11493988,9059011,8508009,9326627,9042388,10889920,16412982,9052472,12724703,3558957,3158758,4553606,4959255,6060295,6024817,3562852,3526236,4155780,8006043,9113153,8290482,2716026,3632977,NA,3936256,4409657,2805968,2659867,3906089,6856135,NA,3109875,NA,21141998,4675670,2661277,6759405,NA,5421527,3194223,NA,NA,NA,2527325,4670473,3957317,NA,NA,NA,2766062,NA,NA,3564413,2581832,NA,4287393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502.0628551,6529641,5761735,7791215,7835688,8591833,8907460,12792125,5284157,11987428,2649649,NA,4318090,6718490,3543306,NA,5473640,NA,NA,4491678,4378181,3377333,3248509,2867028,4235161,3366915,2830652,4622547,3157534,2921005,4593096,NA,3529717,NA,10885618,3369049,3865505,5506034,NA,6236636,2821490,NA,NA,NA,2807904,3982347,3355208,NA,NA,NA,3128561,2528964,NA,3158912,NA,3142202,NA,2603291,NA,NA,3209092,2636897,NA,NA,NA,NA,NA
502.0709127,13558382,12171979,26964596,19124270,22919646,22571722,29602116,13541698,23628266,4267573,9315052,11027343,11543582,7813390,6495863,6591852,4816483,7086475,6764961,4496968,10256568,6175104,6719319,6010780,7561222,6289727,9982167,6481442,4862513,7474634,5796881,8745976,6849911,27105784,4931677,4979621,12825591,4794111,12413409,3988853,5939513,5434849,4633676,5275747,5092366,8317516,4968340,3819004,6384496,4513012,4685512,3007645,5895044,4887887,5145149,5495720,3359005,3937180,4564646,6281096,3389541,2608892,4209121,3541935,3358088,4461437
502.0843248,4268662,3203795,4166269,3950650,5126632,3168978,2986320,2679115,4712948,NA,NA,2717590,3517476,NA,NA,5186931,NA,2668945,3279270,2946638,2748605,NA,NA,NA,3510282,NA,NA,NA,2565688,NA,NA,2522109,2546046,5745152,NA,NA,NA,2588420,3746282,NA,NA,NA,NA,3612777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923443,NA,NA
502.0919754,12935803,11033303,15757954,13168702,16972270,13429462,18428246,9617745,16435706,5066304,5489396,8422299,5973032,7395608,7249535,9340278,3321452,7102868,6134186,7585361,8405184,4225418,5396319,3035045,5210126,4280649,6598880,5133867,3930683,4906447,4363291,4387840,4793728,20863492,5058663,5159856,10351620,5048071,14445039,6098302,5394755,4091370,3005522,6619245,5903381,6761047,3684253,2598406,3980149,4639995,4652754,3269799,4395918,3339609,6107717,4746162,NA,3517346,5916331,4630418,2631792,NA,3533288,5217206,4705680,NA
502.0991414,6562432,4827868,11309703,9023556,11016690,7527130,13922653,8667477,12339711,4259396,3977975,6824863,7398444,3498268,2758274,7738746,2858607,3240343,4108717,4632149,4190402,4270477,4487009,2596776,3549200,4110668,4747491,NA,3590719,4865488,2511902,6415362,4324739,12474889,4702314,5188532,8565769,3981065,11815412,4537729,5165383,3694061,4609108,4055152,3458072,5728858,NA,NA,3873655,3554558,3696341,2876586,4025234,2846045,4055624,3484598,NA,NA,4544172,5490581,NA,NA,5261803,2823097,4009362,3666824
502.1072208,11453061,12139232,22934156,16584778,23017976,17476320,26964324,10740059,19909126,7257672,7684858,10511268,10650671,7821600,5934725,10290558,4607603,7963035,6977968,6643288,6316230,7477648,7677796,4024236,4730899,6523215,10260711,5404209,7029315,8531410,5641250,8803333,7767431,19814926,4919406,6048697,13251598,3766029,16378362,6864260,6930763,8363504,5293143,8241267,7599131,8751710,4706212,4253197,5843833,4988161,5373657,4453550,4383638,4119905,6517323,6958010,3643688,2806694,7231150,5891992,3328120,NA,5745134,4500412,3425685,4440971
502.1355402,4018839,6007536,9040544,8212575,7158283,7719664,9392509,4964718,9136666,5324375,NA,4146100,3388477,4344109,3616400,5465484,NA,NA,4387260,3860069,3244240,NA,NA,NA,2746398,2597212,NA,NA,2767440,2727385,4396078,6452238,6043026,7453216,5079163,4787144,5080096,3192600,8923661,5193104,2519384,4599292,3589215,4862079,3546148,5540460,2791345,NA,3298176,NA,NA,NA,3460003,NA,NA,4189127,NA,3253167,2952884,4036517,NA,3069709,3746295,2573254,3116448,NA
502.143655,8118940,12753653,18838182,13381733,18922000,13511413,18887044,11862387,20744736,7388764,5505800,10331064,6308929,7870769,6196883,9553296,4202115,6078890,4118975,6110824,2752723,5368224,4061041,3844027,4055073,4508000,8065271,3655233,5132884,4648411,4727858,7087121,7079318,18438692,4718719,5831628,14668837,4562715,13224466,6765971,6672732,8019455,6710370,8822915,5964839,7465584,4095924,4253213,3251074,4332814,3620586,NA,4944807,4412787,4768345,7769036,3502388,3263409,4916918,7350185,5699723,3833616,5380602,4963273,4771235,4035481
502.1647841,6275754,8370945,10695348,7209078,7318048,6060802,8483222,7020930,9382448,4251239,3046160,3740613,3583051,4483387,4779676,6854043,2969228,4207027,2807240,3507825,3397851,2706857,3174265,NA,NA,3873129,5366016,NA,3678815,3182047,NA,4822040,3638686,10893874,3995784,4193239,6849587,3266339,9464353,3689883,6074726,6774280,2860136,4173964,3640366,4901499,3211198,3192359,4281224,3763478,2957044,3161288,NA,2565501,3265121,4295638,NA,NA,2787002,4782002,2701462,NA,NA,4242385,3886507,3179425
502.1720013,3916462,2687749,5370553,4780155,5458468,5004038,5218717,3621255,7146038,3355242,2755347,3388361,3568718,2646335,2961054,2528670,2635408,NA,NA,3145333,NA,2515372,NA,NA,NA,NA,3002628,2764365,NA,2872801,NA,3101723,NA,4708919,NA,4422619,4205623,2723622,8112678,3368350,NA,NA,NA,4247695,2747441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3251161,NA,NA,NA,NA,NA,NA,3148292,NA,NA,NA
502.1722186,NA,NA,NA,2928762,2791974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502.1800499,12722867,14703370,19231422,11620481,16529962,12856075,19984804,13148556,21629500,9248366,8135446,8365006,6874194,8632643,8421025,10118562,4624019,6463930,5556687,5844600,5501152,5642672,3350399,4208586,4198446,5495152,9531655,3532368,6849126,3640803,5788738,7451678,7112101,17799740,7471247,8391647,16372796,2844457,13830699,7093666,9077101,12254734,6628461,8609938,6456371,9087618,6586309,4347438,6257548,3628315,6323963,4793550,4121529,2901380,5673575,9579485,4757823,2915260,5478078,5363641,4884638,3237659,5020167,5168087,4197808,6550440
502.1930667,2814652,3238673,3646152,NA,3021363,4526867,3334576,2816404,NA,NA,NA,2751445,NA,NA,NA,3375529,NA,NA,NA,NA,NA,NA,NA,3011535,NA,NA,NA,NA,NA,NA,NA,NA,NA,4381252,NA,NA,3120197,2574126,2703924,NA,2632051,NA,NA,2559128,NA,2757257,NA,NA,NA,NA,2922241,NA,NA,NA,NA,3630052,NA,NA,NA,NA,2994340,NA,NA,3406811,NA,NA
502.2011878,3588801,3980054,5268173,4225169,3897912,3111703,5775799,3740058,5589579,NA,NA,NA,NA,NA,NA,3171757,NA,NA,2603479,NA,NA,NA,NA,NA,2953270,NA,3404048,NA,NA,NA,NA,NA,NA,3263049,NA,NA,5690442,NA,4225594,NA,NA,3714582,NA,2670748,NA,2894477,NA,NA,NA,NA,2639621,NA,NA,NA,3062384,3271656,2758981,NA,3081923,NA,NA,NA,NA,NA,NA,3275696
502.20819,2638534,NA,NA,2728087,3367485,3484444,2521533,NA,NA,NA,NA,NA,2862176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3289677,NA,NA,2542670,NA,2880062,NA,NA,2555417,4223093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502.2164616,10592971,11500318,17412824,10703004,15923779,12454688,16298436,12968356,17975894,6766210,8069924,6837218,5301348,9337172,7601840,9258420,2608804,5378505,3455454,3673736,3621102,4348352,NA,4014041,4980796,5564800,5411095,NA,5730936,3771883,4404307,4183082,4040116,14203474,6541472,6360051,16331859,4974391,10971716,6200752,7528830,9379357,7201912,7700642,4527168,7129749,5558229,3796542,6286229,4173097,5459724,3298527,4142027,2913686,3789429,8272879,3893578,NA,4478662,5224394,4249777,3411749,4172308,3931108,5221822,3388342
